Order Date,Product Name,Category,Region,Quantity,Sales,Profit
2026-06-07,Scanner,Office Supplies,North,9,1980.85,465.37
2025-11-14,Scanner,Office Supplies,North,6,363.11,57.83
2023-09-07,Headphone,Technology,West,6,3868.13,1116.79
2025-12-06,Laptop,Technology,West,8,3207.2,788.61
2025-01-19,Mouse,Technology,West,3,1843.47,525.92
2023-11-28,Headphone,Technology,East,4,3337.29,238.36
2025-03-03,Monitor,Technology,South,7,501.99,44.45
2024-02-27,Scanner,Office Supplies,East,8,1867.43,136.1
2023-11-30,Scanner,Office Supplies,North,3,3830.6,289.43
2025-10-30,Tablet,Technology,West,2,2299.33,433.85
2026-04-23,Laptop,Technology,East,7,539.13,101.66
2026-03-27,Laptop,Technology,North,9,1530.05,224.84
2024-12-02,Mouse,Technology,West,3,2902.61,268.19
2025-03-27,Keyboard,Technology,South,2,1417.7,166.02
2023-10-13,Keyboard,Technology,West,2,2229.91,346.25
2024-02-10,Scanner,Office Supplies,West,10,1333.33,148.86
2023-07-07,Headphone,Technology,East,1,1058.19,81.21
2025-08-13,Tablet,Technology,East,8,1727.86,354.29
2026-05-06,Scanner,Office Supplies,South,5,2210.02,565.51
2023-09-13,Scanner,Office Supplies,West,6,3055.74,683.95
2023-06-27,Keyboard,Technology,East,8,4826.42,1410.19
2025-01-03,Headphone,Technology,East,7,3931.67,516.9
2024-04-23,Scanner,Office Supplies,South,9,658.05,125.66
2025-06-30,Laptop,Technology,South,8,4769.72,788.94
2023-08-14,Printer,Office Supplies,West,8,4173.28,280.82
2024-12-28,Keyboard,Technology,South,7,3203.35,353.99
2023-11-04,Tablet,Technology,West,10,462.43,137.65
2024-01-22,Tablet,Technology,West,9,2718.4,763.53
2023-08-01,Laptop,Technology,North,2,3974.53,555.97
2026-04-08,Mouse,Technology,North,10,3322.25,460.97
2023-06-26,Tablet,Technology,West,2,4837.37,642.88
2023-11-08,Laptop,Technology,South,8,583.17,61.52
2024-07-08,Scanner,Office Supplies,South,6,2016.56,490.2
2024-04-20,Laptop,Technology,North,2,2465.58,305.38
2023-07-09,Keyboard,Technology,South,9,1806.81,245.3
2024-11-09,Phone,Technology,West,6,1806.67,134.43
2026-03-30,Monitor,Technology,North,1,1571.29,396.82
2025-02-14,Scanner,Office Supplies,South,4,3275.05,718.17
2024-02-01,Speaker,Technology,West,8,954.82,85.97
2024-05-13,Mouse,Technology,South,7,4009.0,831.63
2024-10-16,Tablet,Technology,South,8,243.04,49.47
2025-01-29,Headphone,Technology,South,4,2204.81,112.69
2025-10-24,Printer,Office Supplies,North,10,3786.39,954.86
2025-10-09,Monitor,Technology,East,6,4017.56,740.12
2025-02-03,Mouse,Technology,West,9,2342.0,270.71
2026-04-24,Scanner,Office Supplies,North,6,3025.16,613.58
2023-07-18,Scanner,Office Supplies,East,10,4243.04,867.03
2023-07-30,Headphone,Technology,North,4,515.28,43.02
2025-08-01,Printer,Office Supplies,South,9,673.05,96.47
2024-07-28,Tablet,Technology,West,7,2149.37,181.55
2024-02-14,Keyboard,Technology,South,9,2484.68,458.04
2026-03-29,Keyboard,Technology,East,8,2499.25,212.62
2023-06-21,Headphone,Technology,North,8,362.7,50.69
2025-10-31,Keyboard,Technology,West,7,1056.13,154.18
2024-08-07,Phone,Technology,West,3,2136.59,555.46
2024-11-06,Monitor,Technology,South,5,2870.45,714.66
2025-01-25,Laptop,Technology,South,8,1446.78,266.79
2025-02-04,Headphone,Technology,North,10,3738.34,902.73
2023-09-27,Monitor,Technology,East,9,1412.66,262.44
2025-11-30,Laptop,Technology,South,7,3824.02,613.15
2025-05-11,Monitor,Technology,South,5,3706.34,791.0
2026-02-07,Laptop,Technology,North,8,2303.69,315.94
2024-06-15,Monitor,Technology,East,10,3900.6,426.09
2026-01-31,Tablet,Technology,South,4,913.31,77.46
2026-03-21,Laptop,Technology,South,6,2893.36,529.69
2025-07-09,Printer,Office Supplies,North,3,1517.73,177.33
2024-02-05,Tablet,Technology,South,3,4601.97,1371.95
2024-09-03,Mouse,Technology,South,7,816.59,106.58
2023-10-12,Phone,Technology,West,7,796.64,165.78
2025-06-12,Phone,Technology,North,7,470.03,116.87
2025-12-06,Speaker,Technology,East,8,3774.03,844.16
2025-10-14,Phone,Technology,North,8,1703.72,86.24
2024-03-03,Scanner,Office Supplies,West,4,4265.52,1061.77
2023-09-02,Tablet,Technology,East,5,4141.75,719.33
2024-03-16,Scanner,Office Supplies,West,6,2781.82,229.91
2024-12-06,Laptop,Technology,West,1,325.12,67.15
2025-05-13,Monitor,Technology,West,1,4654.22,416.53
2025-11-03,Tablet,Technology,South,5,1091.36,242.44
2024-01-07,Keyboard,Technology,North,6,4384.67,1180.13
2024-01-06,Printer,Office Supplies,South,1,503.86,108.9
2023-11-01,Tablet,Technology,South,7,3165.46,732.79
2023-10-10,Monitor,Technology,West,2,3548.12,178.37
2026-06-01,Keyboard,Technology,West,1,3009.03,541.21
2023-06-11,Laptop,Technology,West,3,3508.43,892.11
2024-04-22,Phone,Technology,North,2,447.06,65.17
2025-07-22,Scanner,Office Supplies,West,3,1901.05,237.28
2024-04-02,Keyboard,Technology,South,8,435.22,83.05
2026-04-30,Scanner,Office Supplies,South,7,3639.92,753.54
2024-06-06,Headphone,Technology,North,2,3464.17,917.97
2025-02-28,Keyboard,Technology,West,6,3786.98,747.53
2024-06-14,Tablet,Technology,East,2,1641.07,139.42
2024-08-23,Mouse,Technology,East,1,2811.64,562.33
2024-03-08,Printer,Office Supplies,South,7,1106.68,223.25
2025-07-12,Printer,Office Supplies,South,8,3266.23,803.33
2025-11-15,Tablet,Technology,North,9,652.44,114.11
2025-08-16,Laptop,Technology,South,7,4935.72,1399.18
2023-07-31,Headphone,Technology,South,8,2162.23,403.45
2026-03-08,Monitor,Technology,East,4,181.78,12.16
2026-03-31,Laptop,Technology,West,9,4620.64,1326.91
2024-02-15,Printer,Office Supplies,West,7,3180.0,557.33
2023-09-12,Tablet,Technology,South,5,503.9,92.79
2024-03-28,Monitor,Technology,South,3,1618.54,287.82
2023-12-03,Speaker,Technology,North,5,1701.08,334.45
2024-03-09,Tablet,Technology,North,4,3676.8,961.91
2024-05-14,Monitor,Technology,North,5,4630.68,365.81
2024-02-18,Keyboard,Technology,North,3,685.27,155.54
2026-02-21,Phone,Technology,East,3,4769.78,862.14
2024-10-10,Scanner,Office Supplies,East,2,721.96,177.08
2023-07-07,Laptop,Technology,North,5,1741.55,274.0
2024-04-29,Headphone,Technology,East,1,3174.91,552.55
2025-08-01,Phone,Technology,South,5,4310.86,395.39
2023-09-02,Monitor,Technology,North,4,4481.92,979.43
2025-09-04,Speaker,Technology,North,4,112.59,29.8
2023-10-21,Laptop,Technology,South,3,2411.65,351.49
2025-12-25,Laptop,Technology,West,4,2809.04,782.28
2024-05-17,Scanner,Office Supplies,East,5,1316.49,367.25
2023-09-06,Monitor,Technology,North,3,2900.53,231.61
2025-03-29,Mouse,Technology,West,2,4041.26,1193.6
2025-06-08,Phone,Technology,East,6,4343.56,1057.14
2024-02-16,Monitor,Technology,South,5,2810.15,146.11
2025-05-25,Headphone,Technology,South,8,3944.09,926.44
2026-01-07,Scanner,Office Supplies,South,9,2999.29,519.9
2025-11-20,Mouse,Technology,North,4,837.78,237.18
2024-06-02,Speaker,Technology,North,6,1797.48,467.15
2023-10-01,Laptop,Technology,East,2,3818.75,550.16
2026-02-19,Mouse,Technology,West,1,2696.09,295.33
2025-04-26,Keyboard,Technology,South,9,3587.1,262.78
2024-06-03,Tablet,Technology,North,10,3534.15,505.82
2025-03-20,Monitor,Technology,West,2,2576.6,539.29
2025-05-05,Headphone,Technology,South,4,2882.32,457.56
2024-08-07,Printer,Office Supplies,West,6,1378.86,177.53
2023-07-25,Scanner,Office Supplies,South,3,2318.51,251.33
2023-07-30,Headphone,Technology,West,8,633.97,48.44
2024-01-10,Scanner,Office Supplies,South,8,2091.91,384.87
2024-04-29,Printer,Office Supplies,North,3,2370.4,623.7
2026-04-29,Printer,Office Supplies,North,4,4149.29,930.35
2024-07-24,Scanner,Office Supplies,East,7,826.79,188.33
2025-09-22,Speaker,Technology,South,1,339.86,42.38
2025-10-04,Tablet,Technology,South,2,4287.55,810.3
2025-10-21,Phone,Technology,North,1,599.35,148.91
2024-09-17,Laptop,Technology,South,4,4168.82,1232.48
2025-12-12,Tablet,Technology,North,10,1923.97,399.37
2024-11-17,Headphone,Technology,North,2,1368.22,346.42
2026-03-28,Mouse,Technology,South,2,4522.23,727.44
2024-02-03,Scanner,Office Supplies,North,3,700.39,200.01
2025-05-28,Headphone,Technology,West,1,2222.47,513.63
2023-10-20,Tablet,Technology,South,3,3447.74,321.34
2024-06-13,Printer,Office Supplies,North,10,1471.29,398.51
2025-08-24,Headphone,Technology,West,7,3123.19,661.55
2024-12-03,Speaker,Technology,West,3,2447.25,176.03
2025-05-31,Tablet,Technology,South,9,1077.34,292.13
2025-12-19,Laptop,Technology,East,8,4948.08,1214.65
2026-01-16,Speaker,Technology,East,7,3929.03,534.38
2024-01-31,Printer,Office Supplies,South,1,981.1,127.27
2024-03-06,Printer,Office Supplies,East,10,387.1,115.31
2023-08-23,Mouse,Technology,South,5,4872.5,365.6
2025-12-17,Speaker,Technology,North,4,4099.8,1145.14
2025-01-23,Headphone,Technology,East,3,4247.87,1059.2
2025-07-04,Keyboard,Technology,East,10,1259.1,163.05
2025-06-12,Laptop,Technology,South,10,3546.92,489.19
2026-02-06,Mouse,Technology,West,9,4199.81,1060.87
2025-09-21,Printer,Office Supplies,North,4,960.23,57.12
2024-08-25,Headphone,Technology,North,6,1172.16,212.88
2025-12-21,Headphone,Technology,South,6,1087.18,89.83
2025-07-02,Laptop,Technology,South,2,207.37,40.78
2025-09-08,Speaker,Technology,East,7,4317.28,1252.61
2024-08-19,Headphone,Technology,South,3,595.06,74.65
2025-01-02,Tablet,Technology,East,3,3980.03,1154.87
2025-12-21,Speaker,Technology,East,4,3498.45,987.3
2024-10-26,Headphone,Technology,East,3,4090.83,591.52
2026-04-16,Keyboard,Technology,West,10,3671.27,1054.38
2024-03-03,Laptop,Technology,South,10,992.2,128.54
2025-03-11,Monitor,Technology,North,4,4689.77,399.38
2023-07-10,Scanner,Office Supplies,North,6,4913.66,451.92
2025-11-04,Phone,Technology,North,6,155.84,15.96
2025-03-26,Printer,Office Supplies,North,7,3956.4,910.38
2023-06-16,Phone,Technology,West,8,3689.66,1078.4
2025-01-05,Tablet,Technology,West,10,1821.03,261.93
2024-12-19,Mouse,Technology,North,5,897.02,61.38
2024-11-06,Laptop,Technology,North,6,1661.71,478.43
2024-04-14,Keyboard,Technology,North,9,4450.86,401.58
2025-09-12,Monitor,Technology,West,1,1755.96,520.32
2023-07-06,Tablet,Technology,West,3,4717.97,430.51
2023-07-03,Laptop,Technology,South,7,596.16,60.44
2023-09-27,Speaker,Technology,East,5,3637.99,845.81
2025-04-23,Printer,Office Supplies,West,3,1263.99,78.88
2025-08-16,Laptop,Technology,East,10,1868.06,293.1
2025-06-30,Phone,Technology,South,5,1078.41,60.86
2024-02-20,Monitor,Technology,West,8,2420.5,190.92
2025-08-14,Phone,Technology,West,3,4484.9,521.37
2024-12-29,Scanner,Office Supplies,West,1,4438.91,631.88
2023-12-31,Printer,Office Supplies,East,10,2254.73,261.21
2024-10-28,Laptop,Technology,North,2,840.54,188.38
2025-11-28,Scanner,Office Supplies,South,9,4060.08,623.21
2026-03-27,Laptop,Technology,West,9,4219.91,1074.39
2023-09-10,Phone,Technology,East,2,2906.3,316.53
2024-10-25,Tablet,Technology,South,2,4523.61,1033.99
2024-01-18,Phone,Technology,South,4,947.11,280.43
2024-02-06,Keyboard,Technology,West,4,309.11,21.51
2025-12-07,Keyboard,Technology,North,2,4187.13,479.31
2025-09-04,Tablet,Technology,East,9,2826.18,531.36
2024-06-30,Phone,Technology,West,2,4594.09,243.9
2026-02-16,Tablet,Technology,North,2,833.25,159.69
2025-11-05,Headphone,Technology,East,7,3919.77,965.97
2024-02-27,Printer,Office Supplies,West,1,1976.91,338.83
2024-02-14,Keyboard,Technology,West,1,1449.53,124.61
2024-09-28,Tablet,Technology,South,1,4458.91,592.47
2024-10-12,Phone,Technology,North,6,4612.09,1264.9
2025-11-17,Printer,Office Supplies,North,4,1623.65,423.3
2023-09-26,Keyboard,Technology,East,5,1572.35,370.97
2023-11-03,Tablet,Technology,West,4,3064.4,221.62
2024-11-09,Tablet,Technology,East,1,3730.63,894.88
2026-03-18,Speaker,Technology,West,3,3978.3,264.18
2024-06-24,Speaker,Technology,South,4,4408.73,252.34
2026-04-03,Laptop,Technology,East,4,1322.5,217.04
2025-06-03,Printer,Office Supplies,West,2,1904.92,316.32
2024-08-26,Laptop,Technology,West,3,1285.5,221.36
2026-02-10,Phone,Technology,South,5,2975.71,408.98
2024-01-02,Monitor,Technology,South,10,1496.84,219.5
2023-09-25,Mouse,Technology,South,5,4299.84,910.9
2025-12-19,Tablet,Technology,North,8,2615.08,696.02
2025-02-14,Keyboard,Technology,North,4,3272.12,655.36
2025-10-16,Printer,Office Supplies,East,7,3080.89,880.37
2023-09-20,Tablet,Technology,South,8,4272.77,703.94
2024-03-19,Printer,Office Supplies,West,10,3418.26,875.34
2024-07-20,Monitor,Technology,East,9,136.0,40.78
2025-05-27,Headphone,Technology,North,8,3084.35,384.37
2026-05-21,Monitor,Technology,East,5,1747.79,208.2
2025-03-07,Printer,Office Supplies,East,4,3314.99,954.87
2024-10-08,Keyboard,Technology,North,10,2634.74,290.02
2024-11-06,Tablet,Technology,North,8,3336.6,734.68
2025-07-24,Printer,Office Supplies,West,1,1371.19,212.04
2026-03-29,Headphone,Technology,South,6,3569.54,688.96
2024-04-19,Mouse,Technology,West,6,3462.96,725.76
2023-06-19,Speaker,Technology,South,5,1570.95,145.31
2023-09-16,Monitor,Technology,South,6,2406.83,566.16
2025-09-03,Monitor,Technology,East,7,1189.04,125.84
2026-04-27,Scanner,Office Supplies,West,2,1921.24,377.32
2025-04-24,Phone,Technology,North,8,363.02,75.73
2025-07-07,Mouse,Technology,West,9,2552.34,681.15
2026-01-11,Printer,Office Supplies,South,3,2124.23,568.68
2023-11-03,Mouse,Technology,West,3,1779.08,528.03
2023-10-17,Scanner,Office Supplies,North,8,4325.73,411.33
2026-01-15,Scanner,Office Supplies,North,1,3192.06,300.71
2026-01-18,Phone,Technology,South,10,1440.29,346.1
2023-08-23,Keyboard,Technology,North,3,2498.93,601.97
2025-02-06,Headphone,Technology,West,8,2225.19,350.14
2024-03-02,Tablet,Technology,East,1,122.88,22.54
2025-02-08,Scanner,Office Supplies,North,1,3808.55,696.04
2025-10-03,Mouse,Technology,East,3,1208.7,325.44
2025-06-07,Monitor,Technology,South,2,1979.4,390.27
2024-12-06,Laptop,Technology,East,7,1561.19,191.57
2024-06-12,Keyboard,Technology,East,4,1779.39,489.95
2025-06-08,Keyboard,Technology,West,1,4745.61,1326.64
2026-05-20,Mouse,Technology,South,1,1199.17,355.22
2025-09-16,Headphone,Technology,North,7,2572.7,207.85
2025-12-04,Printer,Office Supplies,North,2,3879.12,798.26
2025-02-06,Laptop,Technology,West,7,336.35,26.55
2026-06-01,Monitor,Technology,South,4,2781.68,468.99
2023-12-05,Laptop,Technology,East,10,1575.47,339.38
2025-08-31,Headphone,Technology,North,9,3533.56,546.66
2024-05-14,Headphone,Technology,North,8,676.9,53.14
2023-07-09,Mouse,Technology,South,6,3084.11,754.03
2024-04-04,Tablet,Technology,West,4,1547.22,92.6
2023-12-26,Phone,Technology,North,2,1719.96,87.18
2023-06-24,Headphone,Technology,North,9,3378.21,294.87
2024-07-04,Monitor,Technology,East,4,3645.46,274.59
2026-03-18,Phone,Technology,West,1,4944.46,613.14
2024-12-19,Monitor,Technology,East,6,4084.57,1096.85
2024-10-17,Scanner,Office Supplies,North,1,2187.38,172.75
2025-02-08,Keyboard,Technology,East,8,3350.44,310.34
2023-11-22,Headphone,Technology,East,6,1414.72,330.01
2024-11-24,Keyboard,Technology,West,5,657.78,98.71
2025-02-06,Tablet,Technology,West,3,3480.52,590.16
2024-06-07,Monitor,Technology,South,2,749.31,173.54
2023-11-22,Tablet,Technology,West,3,4565.01,779.1
2026-04-29,Headphone,Technology,North,3,1960.78,273.82
2024-11-02,Phone,Technology,West,8,4609.95,360.66
2023-07-11,Laptop,Technology,North,9,410.35,87.71
2025-10-26,Headphone,Technology,East,9,3646.49,386.51
2025-08-28,Speaker,Technology,West,4,3472.38,710.31
2025-06-18,Phone,Technology,West,3,1794.17,393.06
2026-04-02,Speaker,Technology,North,3,4471.1,908.65
2024-04-28,Speaker,Technology,South,2,4259.34,1120.07
2024-07-13,Phone,Technology,East,1,1671.11,221.8
2025-11-26,Speaker,Technology,West,4,1191.26,251.15
2024-12-17,Monitor,Technology,West,2,2349.56,588.13
2025-02-25,Phone,Technology,West,1,2290.63,182.51
2025-04-27,Monitor,Technology,North,2,2076.85,122.45
2023-12-20,Headphone,Technology,South,8,4819.54,1009.14
2023-12-16,Scanner,Office Supplies,South,8,1880.38,119.53
2025-06-22,Scanner,Office Supplies,West,6,2844.74,583.0
2023-11-10,Phone,Technology,South,1,658.71,157.98
2025-10-01,Scanner,Office Supplies,East,9,1840.18,383.52
2023-08-15,Speaker,Technology,South,8,1932.06,147.96
2025-04-22,Keyboard,Technology,West,2,4127.01,972.44
2025-10-05,Printer,Office Supplies,West,4,3093.17,299.68
2024-05-02,Phone,Technology,East,2,4140.32,404.28
2023-06-10,Tablet,Technology,North,8,327.85,68.29
2024-04-15,Phone,Technology,South,8,3326.44,961.5
2025-03-31,Laptop,Technology,West,10,2698.79,167.71
2025-06-14,Phone,Technology,South,10,4629.42,1135.46
2026-03-10,Keyboard,Technology,West,10,3679.42,302.06
2026-01-05,Headphone,Technology,West,7,4425.21,778.96
2023-06-08,Headphone,Technology,East,7,4587.96,1103.83
2024-07-05,Scanner,Office Supplies,South,3,4855.41,792.46
2025-05-20,Tablet,Technology,East,9,3052.37,829.05
2026-01-19,Scanner,Office Supplies,South,4,3588.18,1018.61
2024-12-11,Mouse,Technology,East,3,3158.42,387.36
2023-07-03,Keyboard,Technology,East,2,2569.08,574.39
2025-10-12,Scanner,Office Supplies,West,9,2855.17,558.76
2024-05-31,Printer,Office Supplies,North,9,4399.64,684.57
2025-12-31,Monitor,Technology,North,4,223.83,19.32
2025-08-17,Printer,Office Supplies,East,5,3775.91,340.71
2026-04-25,Keyboard,Technology,East,4,4212.97,938.01
2024-12-01,Speaker,Technology,North,10,258.3,65.48
2025-04-02,Speaker,Technology,West,4,4337.72,1021.98
2026-04-20,Speaker,Technology,East,1,3943.11,984.62
2024-08-08,Tablet,Technology,East,9,1999.02,578.07
2025-10-09,Laptop,Technology,West,4,163.53,18.45
2023-11-28,Scanner,Office Supplies,South,4,3800.03,709.29
2024-06-18,Printer,Office Supplies,North,3,2299.19,680.25
2026-05-02,Keyboard,Technology,North,7,3701.89,295.55
2024-01-28,Printer,Office Supplies,East,1,2827.33,233.3
2026-04-12,Scanner,Office Supplies,North,3,2385.02,678.24
2026-03-26,Scanner,Office Supplies,East,8,3024.71,736.26
2023-09-13,Headphone,Technology,East,9,2795.78,190.73
2025-12-26,Mouse,Technology,South,7,4789.24,862.79
2024-04-23,Speaker,Technology,South,4,2731.48,199.36
2025-02-12,Scanner,Office Supplies,West,9,1722.23,212.51
2024-09-22,Laptop,Technology,South,10,662.14,90.38
2025-05-08,Headphone,Technology,East,7,1294.75,77.65
2025-11-29,Monitor,Technology,East,1,1990.79,368.41
2023-07-18,Speaker,Technology,West,8,4128.33,593.4
2026-01-28,Laptop,Technology,East,9,1552.53,330.51
2024-12-31,Monitor,Technology,North,2,4746.24,435.94
2025-11-22,Mouse,Technology,West,2,3384.64,823.81
2024-08-13,Mouse,Technology,West,2,2735.0,617.25
2023-07-16,Keyboard,Technology,North,2,216.39,49.6
2023-12-27,Monitor,Technology,North,10,365.91,90.95
2024-11-15,Mouse,Technology,West,7,4563.83,693.28
2023-07-18,Tablet,Technology,North,9,1650.38,243.23
2026-03-24,Laptop,Technology,North,2,3242.97,663.47
2025-04-12,Scanner,Office Supplies,East,10,4647.43,355.69
2025-06-05,Monitor,Technology,West,7,1479.44,416.72
2024-11-11,Laptop,Technology,South,7,2422.54,444.21
2024-11-02,Speaker,Technology,East,6,1545.39,322.23
2025-01-15,Laptop,Technology,North,1,2812.27,530.86
2025-08-11,Laptop,Technology,North,5,2906.32,431.65
2024-03-08,Mouse,Technology,East,4,3766.65,1039.17
2025-11-16,Tablet,Technology,South,3,4537.58,1192.77
2024-01-03,Keyboard,Technology,South,2,1181.86,305.73
2024-03-25,Keyboard,Technology,North,9,3387.79,649.86
2023-09-02,Phone,Technology,North,5,3258.91,222.54
2023-12-03,Monitor,Technology,East,6,1067.35,208.29
2024-01-03,Keyboard,Technology,East,10,3389.35,368.2
2024-06-18,Monitor,Technology,West,6,4510.58,583.88
2025-07-28,Headphone,Technology,South,10,3331.17,744.07
2024-10-08,Headphone,Technology,West,3,1886.02,243.45
2026-01-14,Laptop,Technology,West,5,1634.75,402.83
2026-01-03,Scanner,Office Supplies,West,8,758.1,176.82
2023-12-10,Phone,Technology,North,3,1857.83,234.77
2025-07-21,Headphone,Technology,South,9,501.67,60.28
2025-01-21,Mouse,Technology,North,2,1389.85,377.46
2024-10-29,Laptop,Technology,West,10,4262.98,886.3
2024-09-10,Mouse,Technology,West,3,4540.89,853.23
2025-02-19,Scanner,Office Supplies,East,3,2023.24,552.06
2023-10-22,Phone,Technology,East,9,2555.5,185.63
2024-10-02,Laptop,Technology,South,9,3347.12,876.93
2025-11-12,Keyboard,Technology,South,8,2286.48,216.73
2025-12-04,Scanner,Office Supplies,South,2,298.06,71.64
2024-12-23,Printer,Office Supplies,South,9,1910.23,115.95
2023-11-15,Scanner,Office Supplies,North,1,2001.66,559.41
2025-06-15,Scanner,Office Supplies,East,5,605.8,176.96
2023-10-21,Headphone,Technology,West,6,2767.32,258.64
2025-04-14,Headphone,Technology,East,7,3301.35,854.61
2023-06-11,Mouse,Technology,East,8,2630.22,363.56
